2005: Completed with my team the transfer of the aircraft financing portfolio of NBP to a 100% owned and fully licensed banking subsidiary: Natexis Transport Finance (NTF).	2	[SUBSIDIARY_OF]
"20th century Albanian scholar Nasiruddin Albani refers to his activism as ""Najdi da'wah."""	1	[NATIONALITY]
34 Montagu Square is the address of a London ground floor and basement flat once leased by Beatles member Ringo Starr during the mid-1960s.	1	[EMPLOYEE_OR_MEMBER_OF]
"7-Eleven is a Japanese-owned American international chain of convenience stores, headquartered in Irving, Texas."	3	[HEADQUARTERS]
"A Championship driver himself, Hattori earned the Formula Toyota title in Japan in 1994 then moved to the United States in 1995 where he competed in the Indy Racing League's Indy Lights and IndyCar Series."	1	[PLACE_OF_RESIDENCE]
"A Franco-Polish alliance was formed in 1524 between the king of France Francis I and the king of Poland Sigismund I. Francis I was looking for allies in Central Europe to create a balance against the power of Habsburg Emperor Charles V. Queen Bona Sforza, the Italian wife of Sigismund, was instrumental in promoting the alliance, with the objective of recovering sovereignty of Milan."	4	[SPOUSE]
"A Republican, he is a former president and CEO of Securian Trust Company, and a former senior vice president of university relations at Bethel University in Arden Hills."	4	[CEO]
"A Rhode Island native, Mike joined Olympus Group as a senior maintenance technician, and through hard work and dedicated effort earned a promotion to Resident Services Coordinator."	1	[PLACE_OF_BIRTH]
"A Yorkshireman (he lives in Thirsk and Malton) of Flemish ancestry, he is the son of Derek Vander Weyer, who was a prominent London banker with Barclays, where he rose to Deputy Chairman."	4	[PLACE_OF_RESIDENCE]
"A bronze statue of him was cast by Alexander Stirling Calder and erected on the National Mall, but move in 1970 to Thomas Jefferson University in Philadelphia."	2	[HEADQUARTERS]
"A co-founder of Plaid Cymru[citation needed], Bebb took a keen interest in politics and was inclined towards fascism, influenced by Charles Maurras of the Action Française movement."	3	[POLITICAL_AFFILIATION]
"A daughter of the late Marshall and Mamie Peters, Mrs. Smelcer was retired from the former Altrista Zinc Products, now Jarden Zinc Products Inc., after 23 years of service."	1	[CHILD_OF]
"A former Republican, Parkinson is currently a member of the Democratic Party."	4	[POLITICAL_AFFILIATION]
"A former research student of Andrew Wiles, he returned to Princeton to help his advisor complete the proof of Fermat's Last Theorem."	2	[EDUCATED_AT]
"A frequent attendee of the Mount Angel Iconography Institute where he studied with Charles Rohrbacher, Mary Katsilometes, Claudia Coos, and Cathy Sievers; more recently he studied in Cottonwood, Idaho with Father Gianluca Busi from Bologna."	2	[EDUCATED_AT]
A graduate in Estate Management from London University he worked in commercial property agency and development for many years before establishing Rombourne in 1973 in order to specialise in commercial property investment.	1	[DATE_FOUNDED]
"A lifelong Daytona native, John has a passion for supporting the local community."	3	[PLACE_OF_BIRTH]
"A lifelong resident of Larchmont, Jim graduated from Mamaroneck High School in 1965."	1	[PLACE_OF_RESIDENCE]
"A local resident of Virginia Beach, Gary graduated from Cox High School and went on to pursue a degree from Old Dominion University."	3	[PLACE_OF_RESIDENCE]
"A member of the Democratic Party, he briefly ran a campaign for President of the United States in the upcoming 2020 election before dropping out on January 25, 2019."	4	[POLITICAL_AFFILIATION]
"A member of the Democratic Party, he finally won election to the Senate in 1974 and served through January 3, 1999."	2	[POLITICAL_AFFILIATION]
"A member of the Liberal Democratic party (LDP), he served twice as education minister before rising to lead the party after the resignations of Noburu Takeshita and Sosuke Uno as a result of financial and other scandals."	4	[EMPLOYEE_OR_MEMBER_OF]
"A native of Brooklyn, Gruber graduated from Brooklyn College with a degree in psychology, earned his Ph.D. from Cornell University, and went on to a distinguished academic career."	2	[EDUCATED_AT, PLACE_OF_BIRTH]
"A native of Central New York, Brendan made the move to Baltimore, Maryland,  graduated from Loyola University where he worked multiple jobs and was a integral part of the Loyola Rugby Club including team treasurer."	2	[PLACE_OF_BIRTH, EMPLOYEE_OR_MEMBER_OF]
"A native of Detroit, he graduated from Trinity College in 2000 with a B.A. in Political Science."	1	[PLACE_OF_BIRTH]
"A native of Jersey City with a bachelor's degree in accounting from St. Peter's University, John has been a CPA since 1987 and began his own financial planning firm since 1989."	3	[PLACE_OF_BIRTH]
"A native of Novara, he was appointed as prior of Geirach in Slovenia."	2	[PLACE_OF_BIRTH]
"A native of Pennsylvania, he was the co-founder of the Oregon Hospital for the Insane in East Portland, Oregon."	4	[PLACE_OF_BIRTH, FOUNDED_BY]
"A native of Plainville, Connecticut, he is a 1975 graduate of the Paier School of Art."	4	[PLACE_OF_BIRTH]
"A native of Sugar Grove, Pa., she married Bruce Wick, a college student, in 1962 at age 19."	3	[SPOUSE, PLACE_OF_BIRTH]
"A past chair of the Canadian Independent Film Caucus (now called DOC), the main organization of documentary filmmakers in Canada, Jay is the founding chair of the Hot Docs Canadian International Documentary Festival."	1	[FOUNDED_BY]
"A professor at the University of Chicago, he has made contributions as an economist and as a political scientist."	1	[EMPLOYEE_OR_MEMBER_OF]
"A professor of Jewish history at Brandeis University, Antony Polonsky, said that his ""research appears to be sound"", but he and other reviewers have questioned the ""extent of Jewish persecution of Germans"", in Sack's book."	2	[EMPLOYEE_OR_MEMBER_OF]
A recent infraction of the rule that no Venetian citizen should serve a foreign power without the express leave of the Serenissima rankled at Venice: Cardinal Vincenzo Grimani had moved to Vienna in 1699 and was appointed viceroy of Naples in 1708.	1	[PLACE_OF_RESIDENCE]
"A regional operating subsidiary of wholesale food distributor DPI Specialty Foods, DPI Specialty Foods Northwest supplies grocery retailers and foodservice operators with more than 5,500 different food and non-food items."	2	[SUBSIDIARY_OF]
"A resident of Arizona for over 24 years, Mr. Waldygo holds a Bachelor of Science in Journalism from West Virginia University, with a major in public relations."	4	[PLACE_OF_RESIDENCE]
"A resident of Friday Harbor since 1977, Leo is very familiar with San Juan County and its unique and diverse characteristics."	1	[PLACE_OF_RESIDENCE]
"A subsidiary of CABAL Media, AtelierCABAL is an e-commerce based retail platform curating an eclectic mix of innovative products."	2	[SUBSIDIARY_OF]
"A subsidiary of Crusaders Ministries Int., is a syndicated talk show that also broadcasts religious programs, sermons that are structured to enrich believers and unbelievers for an optimized life."	2	[SUBSIDIARY_OF]
"A subsidiary of Italian eyewear maker Luxottica, EyeMed Vision Care administers managed vision care plans to about 40 million members through a nationwide network of providers that includes optometrists, ophthalmologists, opticians, and retailers (including Luxottica subsidiaries LensCrafters and Pearle Vision)."	3	[SUBSIDIARY_OF]
"A subsidiary of Japan's Hino Motors, Hino first began supplying buses to Thailand in 1952."	4	[SUBSIDIARY_OF]
"A subsidiary of Soul City Records, its release run was limited to six singles between 1968 and 1970."	4	[SUBSIDIARY_OF]
"A successful real estate agent and North Michigan Avenue haberdasher, Orzoff (who died in 1981 at the age of 45), played a crucial role in Melman's life as a friend and mentor."	3	[DATE_OF_DEATH]
"A year later he moved to Moscow, where he studied first with Irina Chaklina and later with Tatiana Zelikman at the Gnessin Music School."	3	[PLACE_OF_RESIDENCE]
"A&J Wealth Management Limited was set up in 1985 and was originally based in Beaconsfield, Buckinghamshire."	1	[HEADQUARTERS]
"A.G. ""Pat"" Mayse served as publisher from 1929 until his death in 1955."	1	[DATE_OF_DEATH]
"ACS was originally located on Kemper Street in historic downtown Lynchburg, Virginia."	4	[HEADQUARTERS]
"ADB is currently a wholly owned subsidiary of KBC Bank, however, European Competition Commission directed KBC to divest the bank as part of the terms of the Belgian government's bail-out of KBC."	4	[SUBSIDIARY_OF]
"AFM, based in San Sebastian and with an office in China (Tianjin), works to promote internationalisation and, through its INVEMA (Foundation for Machine Tool Research) technology unit, the technological innovation of its member companies."	4	[HEADQUARTERS]
"ALAMO OILFIELD SERVICES, established in 1985 Under LONE STAR TRADING Inc. in beautiful Maadi, Cairo Egypt, home of all Americans EXPATS."	3	[DATE_FOUNDED]
"ASRock, Inc. operates as a subsidiary of Asustek Computer Inc."	2	[SUBSIDIARY_OF]
AT&T Mobility LLC is the wholly-owned wireless subsidiary of AT&T Inc.	2	[SUBSIDIARY_OF]
"AUC Ventures, an Indian based Software Development Company headquartered in Chennai, is ideally suited to provide better personalized web solutions to keep its clients contemporary."	4	[HEADQUARTERS]
"AUTOMATED CONVEYOR SYSTEMS, INC. was founded in 1975 by Mr. James D. Taylor and Mr. George Ramsey."	4	[DATE_FOUNDED]
AWA's parent company is AISIN Seiki (Japan).	2	[SUBSIDIARY_OF]
Abdelhak Ben Salah (born 25 April 1990) is a Tunisian handball player for Club Africain and the Tunisian national team.	2	[NATIONALITY, DATE_OF_BIRTH]
"Abdeslam Ahizoune (born 20 April 1955 in Tiflet, Morocco) is the Chairman and Chief Executive Officer of Maroc Telecom; the Moroccan telecommunications company, and as such is a member of the Management Board of Vivendi corporation, MT's parent company."	1	[CEO, DATE_OF_BIRTH]
Abdullah Levent Tüzel (born 12 July 1961) is a Turkish politician who was one of the founders of the Labour Party (EMEP) in 1996.	4	[POLITICAL_AFFILIATION]
"About IC Bus: IC Bus, LLC of Lisle, Ill., is a wholly-owned subsidiary of Navistar, Inc. (NYSE: NAV)."	2	[SUBSIDIARY_OF]
"About Tata Housing Development Company Limited Established in 1984, Tata Housing is a closely held public limited company and a subsidiary of TATA Sons Limited."	3	[SUBSIDIARY_OF]
"Abu Nidal (""father of struggle"") formed the ANO in October 1974 after a split from Yasser Arafat's Fatah faction within the Palestine Liberation Organization (PLO)."	2	[POLITICAL_AFFILIATION, DATE_FOUNDED, FOUNDED_BY]
Abu Nidal died after a shooting in his Baghdad apartment in August 2002.	2	[DATE_OF_DEATH]
"Academy & Finance, headquartered in Geneva, since March 2000 with branches in Hong Kong and Dubai, is a leading financial conference organizer in Switzerland specializing in the field of wealth, tax & estate planning and asset protection."	4	[HEADQUARTERS]
"According to Nicholas Delbanco, UM English Professor and Director of the Hopwood Awards Program, ""This is the oldest and best known series of writing prizes in the country and it is a very good indicator of future success."""	2	[EMPLOYEE_OR_MEMBER_OF]
"According to the same agreement, Sigismund was supposed to support Francis' efforts at reconquering Milan to which Sigismund had some right through his earlier marriage with Bona Sforza."	4	[SPOUSE]
Adam Ant (born Stuart Leslie Goddard; 3 November 1954) is an English singer and musician.	1	[DATE_OF_BIRTH]
Adam Fry (born 9 February 1985 in Luton) is a former professional footballer.	3	[PLACE_OF_BIRTH]
"Adam and Nicole, both natives to Colorado thrive on the success of small businesses in the area."	1	[PLACE_OF_BIRTH]
Adam moved to Japan in 1981 and set up Fulford Enterprises (FE) in 1985.	2	[DATE_FOUNDED, FOUNDED_BY]
"Adams was personally courted by Crytek's founder Cevat Yerli due to Vigil's work on the Darksiders series, and the trust and leadership of his studio's former staff—many of whom had also joined him at the studio."	4	[FOUNDED_BY]
Adarnase was the oldest son of the Georgian presiding prince Ashot I and inherited all the lands west to the Arsiani Range with the exception of Shavsheti and Lower Tao (now in Turkey).	4	[NATIONALITY, CHILD_OF]
"Additionally, he is member of the Northern California Electronics Executive Summit, an elite group of IT-industry leaders."	2	[EMPLOYEE_OR_MEMBER_OF]
"Additionally, he is the CEO and co-founder of Valant Medical Solutions, an EMR and Practice Management Suite for behavioral health care practitioners."	3	[CEO]
"Addy is our oldest daughter, she is a Clinton and Mississippi State University graduate, she is married to Matt Jones and they live in Summerville, South Carolina."	3	[CHILD_OF]
"Adei is currently a lecturer in the Business Administration Department at Ashesi University in Ghana.Stephen Adei and his wife, Georgina Adei founded Ghana Christian International High School, located on Afienya-Dodowa Road; Shai Osudoku District, Greater Accra Region."	2	[SPOUSE]
Aditya Chandavarkar is the Founder & CEO of Inkjet Forum India founded in 2010.	1	[DATE_FOUNDED, FOUNDED_BY]
Adrian Hanauer is an American businessman and majority owner of Seattle Sounders FC.	4	[NATIONALITY]
"Adrian Picardi (born April 1987) is a bi-racial ""Italian-Korean"" American filmmaker based in Los Angeles, California."	4	[NATIONALITY, PLACE_OF_RESIDENCE]
"Adriane Carr (born 1952) is a Canadian academic, activist and politician with the Green Party in British Columbia and Canada."	1	[POLITICAL_AFFILIATION]
"Adrien René Franchet (21 April 1834, Pezou – 15 February 1900, Paris) was a French botanist, based at the Paris Muséum national d'Histoire naturelle."	1	[NATIONALITY]
Adruce is the only son of Nik Adelin Nik Ismail and Leza maheran Abdul Ali.	3	[CHILD_OF]
Aerzen Svenska AB is a 100% daughter company of Aerzener Maschinenfabrik GmbH.	1	[SUBSIDIARY_OF]
"After 18 months, Dr. Weissling moved to Yakima, WA where she was employed in a non-for-profit community agency providing speech and language services to residents of Yakima County."	4	[PLACE_OF_RESIDENCE]
"After 2 years in Reading, I was ready to kick start my career and moved to London where I joined a large global IT recruitment company for over 4 years."	3	[PLACE_OF_RESIDENCE]
"After 4 years of living in Scottsdale, Arizona designing systems for 1 - 10 million dollar homes he has moved back to the east coast and started Continued Independence, sighting that this new page in his life is about really helping people and making a difference in his client's lives."	1	[PLACE_OF_RESIDENCE]
After Abdul Aziz al-Hakim's death in 2009 his son Ammar al-Hakim became the group's new leader.	3	[DATE_OF_DEATH]
"After Angus' death in 1900 Robertson continued in partnership with Frederick Wymark and Richard Thomson who had acquired Angus' share of the business, until in 1907 the partnership was converted into a public company and continues under the name of Angus & Robertson Ltd."	2	[DATE_OF_DEATH]
"After George Becht died in 1949, his son Cornelius took over & adopted the ""si si"" name to the similar products of the company Vrumona."	1	[DATE_OF_DEATH]
"After Jan's death in 2013, Bobby continues to run the Kaleidoscope Shop with the help of daughters Emily and GInger."	3	[DATE_OF_DEATH]
After Juhan Maaker's nephew Aleksander Maaker (1890–1968) death there was only one surviving bagpipe player alive in Estonia: Olev Roomet who became the revivalist of bagpipe in the country by training 25 new players in the 1970s.	2	[DATE_OF_DEATH]
"After Miller's death in 2007, scientists examining sealed vials preserved from the original experiments were able to show that there were actually well over 20 different amino acids produced in Miller's original experiments."	3	[DATE_OF_DEATH]
"After Peskov's death in 2002, his apartment was looted and his wife Irina Korshikova with her son received numerous threats and emigrated to the United States soon after."	1	[PLACE_OF_RESIDENCE]
"After a career in theater and arts management, Cydney ventured into the florist business in her own right, opening The English Garden with her husband Warren, also a third generation florist."	4	[SPOUSE]
"After a successful career on the London stage -- National Shakespeare Tours with Barrie Rutter's award winning Northern Broadsides Theatre Company, a turn as a CGI Gladiator on Ridley Scott's film of the same name and the success of the independent short film Don't Walk Channel Four/Film Four -- Kjeld moved to New York City in 1999, and founded the digital production company 'thelostworkers...' In 2003 Kjeld moved to California, and after brief stints at David Kirschner Productions and reading scripts for The Sundance Institute, he set up WORKING CLASS FILMS."	1	[DATE_FOUNDED]
"After a trip to New Zealand, where he met and married Annie Elizabeth Meek in Oamaru on 2 January 1901, Ramsay established a factory in Carlton in partnership with Hamilton McKellar."	4	[SPOUSE]
After becoming a mum in early 2008 and having enjoyed maternity leave with her new son Jack Deborah decided it was time to set up her own business and her new baby The Media Sales House was born in 2009.	2	[DATE_FOUNDED, FOUNDED_BY]
"After beginning in the business in Mexico, Aguirre moved to the United States in the 1980s and opened a tire shop in Arizona, one of three he now owns in the state."	4	[PLACE_OF_RESIDENCE]
"After completing High School, he migrated north to Newark, New Jersey where he went to work and began to pursue an education."	4	[PLACE_OF_RESIDENCE]
"After completing his term, he attended McKinley University in Chicago, Illinois, graduating with a degree in Law in 1911."	3	[EDUCATED_AT]
"After completing his undergraduate studies at Kyoto University, he received his Ph.D. in 1960 from Harvard while under the direction of Oscar Zariski."	4	[EMPLOYEE_OR_MEMBER_OF]
"After completing his undergraduate studies at the University of Idaho in 1993, Dr. Berard moved to Michigan to earn his Masters Degree in Physiology from Eastern Michigan University."	1	[PLACE_OF_RESIDENCE]
"After eight years of hard work and dedication, I resigned from West Coast Air, leaving the company with a stable stores and supply chain to support a fleet of 21 Seaplanes, PT6 and R985 spare engines operating within British Columbia Canada."	3	[EMPLOYEE_OR_MEMBER_OF]
"After establishing nine schools in Germany Master Brunner opened the first Traditional Tae-Kwon-Do Center in Tampa, Florida in 1997."	3	[DATE_FOUNDED, FOUNDED_BY]
"After finishing high school in his home town of Sombor, Škrabalo enrolled at the University of Zagreb School of Medicine, and graduated in 1953, where he also received a doctorate with a thesis on disorders of endocrine glands."	3	[EDUCATED_AT]
"After finishing his studies in Barcelona, he moved to Munich (Germany) where he continued his oboe and English horn studies with Prof. Ingo Goritzki, who is considered one of the best teachers of his time and the main teacher of the best principal oboes in the European Orchestras."	4	[PLACE_OF_RESIDENCE]
"After finishing the railway technical school, he studied in the Moscow Institute of Engineers and Transport, followed by a DSc program in Moscow Engineering Physics Institute completing in 1949, when he became a professor in Lebedev Physical Institute."	1	[EDUCATED_AT, EMPLOYEE_OR_MEMBER_OF]
"After five successful albums and extensive touring, they disbanded after lead vocalist Sandman died of a heart attack onstage in Palestrina, Italy, on July 3, 1999."	1	[DATE_OF_DEATH]
"After graduating and moving from my college town of Bloomington back to my hometown, I began exploring freelance opportunities and many other career avenues."	3	[PLACE_OF_RESIDENCE]
"After graduating as BSc (Hons) in Computer Science in 1996 he worked in the IT industry until founding his own company Gravitational FX in 2006 which delivered business web solutions for clients in the UK, Ireland and Australia."	1	[DATE_FOUNDED]
"After graduating from Harvard, he remained as a tutor (1829), and was subsequently appointed professor of mathematics in 1831."	4	[EMPLOYEE_OR_MEMBER_OF]
"After graduating from Temple University Dental School in 1986, I worked in Pennsylvania for 3 years before moving to Belfast, Maine for a better quality of life."	3	[PLACE_OF_RESIDENCE]
"After graduating from Trinity College, Dublin, she studied broadcast journalism at Cardiff University."	1	[EDUCATED_AT]
"After graduating in 1992, Wang attended the Central Conservatory of Music as a student of Mr. Sui Keqiang, who is a well-known educator in China."	3	[EDUCATED_AT]
"After graduating with MBA, she joined The Ateliers Ritz-Carlton as an Assistant General Manager."	2	[EMPLOYEE_OR_MEMBER_OF]
"After graduating with a Bachelor of Arts in 1892, Parks joined the University of Toronto's staff, where he taught geology, paleontology, and mineralogy."	3	[EMPLOYEE_OR_MEMBER_OF]
"After graduating with a degree in Studio Art and photography from Connecticut College, I moved to San Francisco to work for a well respected wedding and commercial photographer."	4	[PLACE_OF_RESIDENCE]
"After he died in 1589, Gijsbert Koeverinks was named as the third bishop of Deventer, but before he could be consecrated in 1591, Maurice of Nassau, Prince of Orange conquered the city, and the diocese ceased to exist."	2	[DATE_OF_DEATH]
After high school I attended Fresno State where I was a member of Sigma Chi fraternity.	1	[EDUCATED_AT]
"After leaving the Senate, he resumed the practice of law in Columbus until 1868, when he purchased a plantation in East Macon and engaged in agricultural pursuits until his death there in 1873; interment was in Linwood Cemetery, Columbus."	2	[DATE_OF_DEATH]
"After leaving the UN, he worked the world over for the World Health Organization."	3	[EMPLOYEE_OR_MEMBER_OF]
"After living in New Orleans—where he met and married Elizabeth Hibbard in 1839—and St. Louis, he came to Oregon and bought the Turner donation land claim in Polk County for $100."	4	[SPOUSE, PLACE_OF_RESIDENCE]
"After moving to New York, where she established Euro Capital Properties along with her husband Jacques, her discerning eye for design was put to great use."	2	[SPOUSE, PLACE_OF_RESIDENCE]
"After moving to Singapore, I am teaching at National University of Singapore, teaching honors students an experiential seminar module: Cultural communication and creative expression."	2	[PLACE_OF_RESIDENCE]
"After serving as a guest conductor of major symphony orchestras in the USA and abroad, Henry Lewis moved to Newark, New Jersey, where in 1968 he became conductor and music director of the New Jersey Symphony Orchestra, a small community ensemble."	4	[PLACE_OF_RESIDENCE, EMPLOYEE_OR_MEMBER_OF]
"After serving in the United States Navy and spending two years in the Philippine Islands, he attended and graduated from the University of Maryland, with a degree in Business Administration."	1	[EDUCATED_AT]
"After settling in America, Carl became an apprentice who attended technical school at night and on the weekends."	4	[PLACE_OF_RESIDENCE]
"After several years of losses in the early 1980s, in 1988 CDC started to leave the computer manufacturing business and sell the related parts of the company, a process that was completed in 1992 with the creation of Control Data Systems, Inc."	4	[DATE_FOUNDED]
"After several years of successful selling in Maryland and Florida, he founded Mowbray Associates, specializing in brokerage of close-in urban redevelopment areas of Northwest Washington, D.C., including Logan Circle, Dupont Circle, Adams Morgan, Columbia Heights and Mount Pleasant."	1	[FOUNDED_BY]
"After spending the better part of one year visiting almost thirty schools in search of a progressive preschool experience for her then 2-year-old daughter, Myani Lawson decided to open Bergen-Lafayette Montessori School to create a diverse, bilingual, Montessori educational environment that provided children the independence and freedom they need to grow and thrive, while setting the structure imperative to be able to develop into responsible and civic-minded adults, ready to positively contribute to life in the 21st century."	4	[FOUNDED_BY]
"After the 1925 merger of the C. L. Best Tractor Company and the Holt Manufacturing Company that formed the Caterpillar Tractor Company, the Best 60 was renamed the Caterpillar Sixty."	4	[DATE_FOUNDED]
After the February Revolution Nikiforov was released and moved to Vladivostok where he became a deputy of the head of Vladivostok Council and the member of the DalBuro of the Russian Social Democratic Labour Party (RSDLP).	2	[POLITICAL_AFFILIATION, PLACE_OF_RESIDENCE]
"After the death of Ranulf Drengot, Count of Aversa, in June 1045, his cousin Asclettin succeeded in Aversa, but the Gaetans elected the Lombard Atenulf as their duke."	3	[DATE_OF_DEATH]
After the death of her husband in 1985 she organised and cleaned up the notes he had left behind.	4	[DATE_OF_DEATH]
"After the defeat, he fled to the Soviet Union, where he was executed for counterrevolutionary nationalist activities in 1937."	2	[DATE_OF_DEATH]
"After the return to democracy in 1999, Etiebet was a leader of the United Nigeria People's Party (UNPP), which later merged with the All People's Party (APP) to form the All Nigeria People's Party."	4	[POLITICAL_AFFILIATION]
"After the sale of its Latin American branches in 2006, BankBoston currently exists solely as a subsidiary private bank owned by Bank of America."	1	[SUBSIDIARY_OF]
After the war the family moved to live in England where he died 16 December 1969 in London.	3	[PLACE_OF_RESIDENCE, DATE_OF_DEATH]
"After the war, from 1946 to 1960, he was the CEO of Oslo Bygge- og Sparelag."	4	[CEO]
After working as Head of Design for a subsidiary of Mannesmann he moved to Connecticut to become Engineering Manager at Bausch+Stroebel.	1	[PLACE_OF_RESIDENCE]
"Afterwards he resumed the practice of law in Tupelo, Mississippi, and died there October 30, 1917."	1	[DATE_OF_DEATH]
"Agamemnon complied, motivated by the love of Cassandra, another of Hecuba's children."	4	[CHILD_OF]
"Agathe was named after the youngest daughter of Austrian astronomer Theodor von Oppolzer (1841–1886), professor of astronomy in Vienna."	4	[NATIONALITY]
"Aggreko plc is listed on the London Stock Exchange (AGK.L), is a member of the FTSE-100 index, and is headquartered in Scotland."	4	[HEADQUARTERS]
"Agnes married John BUNBURY of Stanny, Esq., son of John BUNBURY of Stanny, Lord of Bunbury and Catherine HOOKS, in 1475."	2	[SPOUSE]
"Ahmad Bin Byat, widely acknowledged as the founder and leading visionary behind the creation of Dubai's knowledge economy, serves as the Chairman of EIT, as well as Executive Chairman of TECOM Investments."	2	[EMPLOYEE_OR_MEMBER_OF]
"Ahmed Naseer (born October 31, 1975 Maldives) is a Maldivian economist and the CEO of the Capital Market Development Authority (CMDA)."	1	[NATIONALITY, CEO]
"Ahmet Tevfik Pasha (Ottoman Turkish: احمد توفیق پاشا; 11 February 1845 – 8 October 1936), known as Ahmet Tevfik Okday after the Surname Law of 1934, was the last Grand Vizier of the Ottoman Empire."	1	[DATE_OF_BIRTH]
"Aimee was born in St. Louis, Missouri and moved to Billings, Montana when she was 4 and her dad finished his surgical residency at St. Louis University."	3	[PLACE_OF_RESIDENCE, PLACE_OF_BIRTH]
"Air Command International, Inc. is an American aircraft manufacturer originally based in Wylie, Texas, later in Caddo Mills, Texas and now in River Falls, Wisconsin."	2	[HEADQUARTERS]
Airline Ticket Services Ltd opened a retail division Coast to Coast Worldwide Travel also known as CTCWWT originally based in Bromley however in 2002 it moved to Orpington.	1	[HEADQUARTERS]
Airstream is a subsidiary of Thor Industries.	3	[SUBSIDIARY_OF]
"Akmal Hakim Akbar (born August 11, 1980) is a former American football linebacker of the National Football League and Canadian Football League."	3	[DATE_OF_BIRTH]
"Al Abdullah established Kuwait Invest for Medical Services as a major medical service provider offering a full spectrum of healthcare facilities, not only dentistry."	3	[FOUNDED_BY]
"Al Hilal Bank (Arabic: مصرف الهلال), is a progressive Islamic bank headquartered in Abu Dhabi."	2	[HEADQUARTERS]
"Al Lee (born June 8, 1893) was a Boston-born American actor, producer and manager in vaudeville and silent films."	4	[DATE_OF_BIRTH]
"Alain Connes (born 1 April 1947) is a French mathematician, currently Professor at the Collège de France, IHÉS, The Ohio State University and Vanderbilt University."	1	[EMPLOYEE_OR_MEMBER_OF]
"Alan Mauritz Swanson (born Chicago, Illinois 29 October 1941) is an American composer and academic who lives in the Netherlands."	4	[PLACE_OF_RESIDENCE, DATE_OF_BIRTH]
"Alan Schneider (December 12, 1917 – May 3, 1984) was an American theatre director responsible for more than 100 theatre productions."	3	[DATE_OF_BIRTH]
"Alan Stuart Edelman (born June 1963, Brooklyn, New York) is an American mathematician and computer scientist."	3	[PLACE_OF_BIRTH]
"Alberto Camenzind (born Lugano 7 June 1914, died Astano 29 September 2004) was a Swiss architect from Ticino."	2	[NATIONALITY, DATE_OF_DEATH]
"Alberto Pascaleo, O.P. or Alberto Pascaleo de Utino (died 1543) was a Roman Catholic prelate who served as Bishop of Chioggia (1540–1543) and Bishop of Rethymo (1540–1543)."	2	[DATE_OF_DEATH]
"Aleksandr Viktorovich Gurevich (Russian: Александр Викторович Гуревич) (b. September 19, 1930) is a Soviet and Russian physicist."	4	[NATIONALITY]
"Aleksey Lesnichiy (also Aliaksei Liasnichy, Belarusian: Аляксей Ляснічы; born February 3, 1978 in Navapolatsk) is a retired Belarusian high jumper."	1	[NATIONALITY]
"Alessandro (Alex) Gadotti (born 10 August 1969 in Rome, Italy) is currently the APAC CEO of Powa Technologies after Powa has acquired ZNAP for US$75 million in May 2014 known for its innovative approach to mobile payment."	1	[CEO]
Alexandra Balaci is a student at Villanova University in Pennsylvania who possesses a 3.75 grade point average.	3	[EDUCATED_AT]
