text,label
"Most recently, she was co-founder and president of Open Road Events, a full service event marketing agency which helped produce Harley’s 100th Anniversary Celebration, as well as RiverSplash and Bastille Days.",['FOUNDED_BY']
"She was born in Suomussalmi, Finland, but was evacuated to Sweden when she was a child (see Finnish war children).",['PLACE_OF_BIRTH']
"Born David Mortlock on 27 August 1953, he grew up in Barking, Essex, UK, later moving to Basildon New Town.",['PLACE_OF_RESIDENCE']
He was the founder and chairman of the Cultural Found of Armenia (1986–1989) and an Honored Citizen of Yerevan.,['FOUNDED_BY']
"Subsequently, he commanded Destroyer Squadron 4 and Naval Training Station, San Diego, California before his death 24 February 1944 in San Diego Naval Hospital.",['DATE_OF_DEATH']
"After settling in America, Carl became an apprentice who attended technical school at night and on the weekends.",['PLACE_OF_RESIDENCE']
"Andrzej Kajetan Wróblewski (Polish pronunciation: Vrooblevski, born 1933 in Warsaw) – Polish physicist, ordinary professor doctor habilitatus (since 1971), dean of the Physics Department Warsaw University (1986–1989), Rector of the Warsaw University (1989–1993), President of the Academic Council of the Institute for the History of Science, Polish Academy of Sciences.","['PLACE_OF_BIRTH', 'DATE_OF_BIRTH']"
"In relation to this, Viktor Korshikov, a musical critic and writer and an author of various articles on the history of opera, committed suicide.",['AUTHOR']
I also assist with the creation of our monthly lifestyle magazine OM Plymouth and work alongside our parent company OM Media Group.,['SUBSIDIARY_OF']
"After a trip to New Zealand, where he met and married Annie Elizabeth Meek in Oamaru on 2 January 1901, Ramsay established a factory in Carlton in partnership with Hamilton McKellar.",['SPOUSE']
"In 1928 he left the Communist Party and rejoined the Labour Party, but he soon joined the communists again and headed the ballot in Akershus for the 1930 parliamentary election.",['POLITICAL_AFFILIATION']
"He wrote articles for the La Gazette in Trois-Rivières, Le Populaire in Montreal and La Gazette in Quebec City.",['AUTHOR']
Prior to founding frankbishop.org Frank was a Senior Vice President at Adecco and Accountants on Call where he was responsible for creating and running the largest franchise recruiting office in the United States.,['FOUNDED_BY']
"Turner Sports (TS) is the division of Turner Broadcasting System (a subsidiary of AT&T) responsible for sports broadcasts on Turner channels including TBS, TNT, TruTV, and CNN en Español (for occasional Spanish language simulcasts), and for operating the digital media outlets NCAA.com, NBA.com, PGATOUR.com and PGA.com.",['SUBSIDIARY_OF']
"She grew up in Oregon, then in Bennington, Vermont, and Cambridge, Massachusetts.",['PLACE_OF_RESIDENCE']
"Herkner was born in Liberec (German: Reichenberg), Bohemia and died in Berlin, Germany.","['PLACE_OF_BIRTH', 'PLACE_OF_DEATH']"
Ibn Amira was Qadi of Mallorca and worked for the Almohad sultan in Valencia and Sevilla and moved to Morocco in 1239/40 (after the fall of Valencia in 1238) and continued to work for the sultan there.,['PLACE_OF_RESIDENCE']
"Marianne Wyndham married, in 1829, the Rev. Cremer Cremer, rector of Felbrigg and Melton.",['SPOUSE']
"Working with Harold Eugene Edgerton of MIT, Mili was a pioneer in the use of stroboscopic instruments to capture a sequence of actions in one photograph.",['EMPLOYEE_OR_MEMBER_OF']
"Jack St. Clair Kilby (November 8, 1923 – June 20, 2005) was an American electrical engineer who took part (along with Robert Noyce) in the realization of the first integrated circuit while working at Texas Instruments (TI) in 1958.","['EMPLOYEE_OR_MEMBER_OF', 'NATIONALITY']"
"On my return to South Africa in 2003, I joined ForwardSlash, an international online gaming company for 4 years where I was Head of Finance, serving on Exco.",['EMPLOYEE_OR_MEMBER_OF']
"Dr. Rheam and her husbund, Don Witt, have two beautiful children, Daniella and Douglas.",['CHILD_OF']
"Guido Frederico João Pabst (born 19 September 1914 in Porto Alegre, died 27 April 1980 in Rio de Janeiro) was a Brazilian botanist.",['NATIONALITY']
"According to the same agreement, Sigismund was supposed to support Francis' efforts at reconquering Milan to which Sigismund had some right through his earlier marriage with Bona Sforza.",['SPOUSE']
He was a member of the Progressive Party of Canada and joined the Ginger Group of radical MPs.,['POLITICAL_AFFILIATION']
"The city was founded by Ptolemy Philadelphus and named for Arsinoe II of Egypt, his wife and sister.",['SPOUSE']
"Donsker also served as chair of the Board of Foreign Scholarships, a U.S. government panel responsible for student exchange programs, after being appointed by presidents Ford and Carter.",['EMPLOYEE_OR_MEMBER_OF']
"We are a full service glass and auto glass repair and replacement company based in Brockton, Massachusetts.",['HEADQUARTERS']
Redwood Travel started in 1941 in Downtown San Rafael and was in the same Fourth St. location until our move to Fifth St. in 2002.,['DATE_FOUNDED']
"Since 1990, Tomaszewski has been employed in the Department of History at Warsaw University, where he worked on history of Jews in Poland.",['EMPLOYEE_OR_MEMBER_OF']
"Parry Gripp (born September 22, 1967 in Santa Barbara, California) is an Emmy nominated singer-songwriter as well as lead vocalist and guitarist for the pop punk band Nerf Herder.","['PLACE_OF_BIRTH', 'DATE_OF_BIRTH', 'AUTHOR']"
Sikorski attended Western Michigan University and obtained a degree in criminology.,['EDUCATED_AT']
"Born in the small town of Weaver, Minnesota, he received his B.S. from Hamline University in St. Paul, MN and his Masters and Ph.D. from the University of Iowa in 1933; his dissertation advisor was Edward Chittenden.",['PLACE_OF_BIRTH']
"Before that he was Chief executive officer (CEO) of Xobni, a company that Yahoo! bought in July 2013.",['CEO']
"He worked for Columbia University, the University of Chicago, Encyclopædia Britannica, and Adler's own Institute for Philosophical Research.",['EMPLOYEE_OR_MEMBER_OF']
The El Alami Group is a group founded by Abdelaziz El Alami Hassani (headquartered in Tangier).,['HEADQUARTERS']
"Juan Orozco (born 14 April 1937) is a Spanish luthier and guitar impresario, who lived in New York from 1965 to 1995, where he had a famous guitar shop at 156, 56th Street in the 1970s to 1990s.",['DATE_OF_BIRTH']
"MAP, founded in 1989, focuses primarily on the acquisition and management of natural gas royalty interests in the onshore United States.",['DATE_FOUNDED']
"Signature Theatre Company, founded in 1991 by James Houghton, exists to honor and celebrate the playwright.",['FOUNDED_BY']
"An imprint of Interscope Geffen A&M Records, its parent company is Universal Music Group, a subsidiary of Vivendi SA.",['SUBSIDIARY_OF']
"He died in London, England, aged 71.",['PLACE_OF_DEATH']
"Founded in 1970, the CRI is attached to UNAM's Facultad de Ciencias Políticas y Sociales (FCPyS, Faculty of Political and Social Sciences) and offers academic degrees in international relations studies and theory.",['DATE_FOUNDED']
"Spc. Anders, 21, the son of Troy and Genevieve Woydziak of Baker City, joined the Army on Jan. 5, 2010, and was deployed to Afghanistan this past March 10.",['CHILD_OF']
"Anatoli Ilych Vasiliev (Russian: Анато́лий Ильи́ч Васи́льев; 18 March 1917, Petrograd (former Saint Petersburg), Russian Empire – June 4, 1994, Saint Petersburg, Russian Federation) was a Russian and Soviet realist painter, who lived and worked in Leningrad.","['NATIONALITY', 'DATE_OF_BIRTH']"
"Together with our parent company, Contital s.r.l. we supply aluminium trays to the UK, Eire, Continental Europe, Middle East, North America, Asia and Australia.",['SUBSIDIARY_OF']
"Vic Roschkov Sr. has two sons: Vic, is also a notable artist living in London, Ontario and Tom, a musician who currently lives in Edmonton",['PLACE_OF_RESIDENCE']
"At 14 years old, Junior is the only child of Cleveland and Loretta Brown, stepson of Donna Tubbs, and the stepbrother of Roberta and Rallo Tubbs.",['CHILD_OF']
Garoyian was born in Nicosia.,['PLACE_OF_BIRTH']
"Founded in 1966 by Pierre Bellon in Marseilles, France, Sodexo is now the worldwide leader in Quality of Life services.",['FOUNDED_BY']
"He was the Chairman of Tripura Pradesh Congress Committee SC Department from 2004 till he resigned from his post and joined All India Trinamool Congress in June, 2016 and was appointed Vice-President of the Tripura state unit of All India Trinamool Congress.",['EMPLOYEE_OR_MEMBER_OF']
"Nyrere Anthony Okpara ""Tony"" Kelly (born 14 February 1966) is a former English footballer who played as a winger.",['DATE_OF_BIRTH']
I m a female a native of Ogun state born on bought up in lagos state I m an easy going person,['PLACE_OF_BIRTH']
"The Greater Boston Food Bank (GBFB), located in Boston, Massachusetts, is a non-profit organization that serves more than 500,000 people each year through a network of nearly 600 member hunger-relief agencies throughout eastern Massachusetts.",['HEADQUARTERS']
"Since its founding in 2011, Roomer has come to the rescue of distressed travelers all over the world who were stuck with nonrefundable hotel reservations and used Roomer's secure platform to sell these reservations to spontaneous, deal-seeking travelers.",['DATE_FOUNDED']
"Al Lee (born June 8, 1893) was a Boston-born American actor, producer and manager in vaudeville and silent films.",['DATE_OF_BIRTH']
"They continued to produce competition cars until 1981, when Vittorio Stanguellini died; thenceforth, the company devoted to vintage cars.",['DATE_OF_DEATH']
"On Rajchman's suggestion, the American Maurice Pate was appointed its first executive director, serving from 1947 until his death in 1965.",['DATE_OF_DEATH']
"Shenzhen professional electronic semiconductor co., LTD (hereafter Shenzhen professional electronic ) is a wholly-owned subsidiary of Newsun Electronic International CO.,LTD (a direct member of China Electronic chamber of commerce and Shenzhen electronic chamber of commerce.)",['SUBSIDIARY_OF']
"Peskov authored about 15,000 cartoons.",['AUTHOR']
"She has been an executive at Oracle Corporation since April 1999, and a board member since 2001.",['EMPLOYEE_OR_MEMBER_OF']
"Upon his retirement, Stanley settled in Cape Town and was appointed Chief Commissioner of the South African Boy Scouts.",['PLACE_OF_RESIDENCE']
"After beginning in the business in Mexico, Aguirre moved to the United States in the 1980s and opened a tire shop in Arizona, one of three he now owns in the state.",['PLACE_OF_RESIDENCE']
"Nora Lustig (born January 13, 1951 in Buenos Aires, Argentina) is the Samuel Z. Stone Professor of Latin American Economics in the Department of Economics at Tulane University and a non-resident Fellow at the Center for Global Development and the Inter-American Dialogue.","['PLACE_OF_BIRTH', 'DATE_OF_BIRTH']"
"Prior to consulting, she worked for Demirbank (acquired by HSBC) as a credit analyst for large corporate clients where she gained hands on experience in banking as well as other industries such as manufacturing, textile, retail and media.",['EMPLOYEE_OR_MEMBER_OF']
Kenneth Walter Samuel Nethercott (born 22 July 1925 in Bristol) is a former professional footballer.,['PLACE_OF_BIRTH']
"Richard Moat is the Chief Executive Officer of Eircom Ltd., the largest telecommunications company in Ireland, and a Non-Executive Director and Chairman of the Audit and Risk Committee of International Personal Finance plc.",['CEO']
"As of 2008, he is President and CEO of the Prince George's Chamber of Commerce in addition to serving as a Senior Policy Advisor for Common Health Action.",['CEO']
"Gustaf Aspelin died in 1917, and Jonas took over, and later took his brother Knut on board as co-owner.",['DATE_OF_DEATH']
Katz was a senior member of the Radical Civic Union but became a leading supporter of Peronist President Néstor Kirchner.,['POLITICAL_AFFILIATION']
"He was killed in October 1948 while changing a tire at trackside, when he was hit by another competitor.",['DATE_OF_DEATH']
"Born in Weymouth, Massachusetts, Marcy graduated from the University of New Hampshire with a degree in English Literature, and began her show business career as an NBC tour guide.",['PLACE_OF_BIRTH']
"Archer Financial Services Inc. ('AFS') is a wholly owned subsidiary and Guaranteed Introducing Broker of ADM Investor Services, Inc. ('ADMIS').",['SUBSIDIARY_OF']
"Ashinaga [あしなが育英会 Ashinaga Ikueikai] is a non-profit organization headquartered in Tokyo, Japan that provides educational funding and psychological support to children who have lost one or both guardians, as well as to those whose guardians suffer from serious disabilities.",['HEADQUARTERS']
"William Ambrose Bebb (4 July 1894 – 27 April 1955) was a Welsh language critic, author and politician.","['NATIONALITY', 'AUTHOR']"
"Natasa is the daughter of Nenad and Yovanka Manojlovic and she was born on November 6, 1985.",['CHILD_OF']
"Based in South Africa during World War I, Stanley married Reniera Cloete, from a leading Cape Town family, in Cape Town in 1918.",['SPOUSE']
"Nahid Kalhori (Persian: ناهید کلهری, born July 20, 1986) is an Iranian jailed dissident, dissident blogger and student activist.",['NATIONALITY']
"In 1886, after the death of the last Vice King Bovorn Vichaichan, King Chulalongkorn chose not to appoint one of his brothers as a new Vice King, but instead appointed his eldest son as the Crown Prince of Siam.",['DATE_OF_DEATH']
Marie Carmelle Jean-Marie is a Haitian politician who was the Minister of the Economy and Finance.,['NATIONALITY']
Microsoft chairman Bill Gates said in 1996 that for a long time that company had the highest-volume AT&T Unix license.,['EMPLOYEE_OR_MEMBER_OF']
"Jason Kazilimani, Jr. is the Senior Partner and CEO at KPMG Zambia, a firm at which he has over 21 years of experience in Zambia, Nigeria, and the UK.",['CEO']
"In 1997, Mike formed DoorTech Industries to manufacture sectional steel, wood and aluminum garage doors.","['FOUNDED_BY', 'DATE_FOUNDED']"
In 1984 he became a Corresponding Member of the USSR Academy of Sciences (Russian Academy of Sciences since 1991).,['EMPLOYEE_OR_MEMBER_OF']
"The 2011 Libyan Civil War started in Cyrenaica, which came largely under the control of the National Transitional Council (headquartered in Benghazi) for most of the war.",['HEADQUARTERS']
"Henry Chalfant Gearing (9 June 1855 – 16 August 1926) was born in Pittsburgh, Pennsylvania.",['PLACE_OF_BIRTH']
"I was raised in California, I graduated high school in Grass Valley in 1985, when I joined my mom in her business venture Lenas Supplements Plus.",['PLACE_OF_RESIDENCE']
"A Franco-Polish alliance was formed in 1524 between the king of France Francis I and the king of Poland Sigismund I. Francis I was looking for allies in Central Europe to create a balance against the power of Habsburg Emperor Charles V. Queen Bona Sforza, the Italian wife of Sigismund, was instrumental in promoting the alliance, with the objective of recovering sovereignty of Milan.",['SPOUSE']
"All 3 of his sons attended H-F along with his daughter in law Terri (Butler) Bodee and 2 of his grandchildren, Bradley and Colleen Bodee.",['CHILD_OF']
"It originally formed on April 1, 2008 as a result of a merger between ASCII Corporation and MediaWorks where MediaWorks legally absorbed ASCII.",['DATE_FOUNDED']
He was the leader of PricewaterhouseCoopers Global Islamic Finance Team practice from 2007 to September 2012 and was also previously the Financial Services Leader for PwC Malaysia.,['EMPLOYEE_OR_MEMBER_OF']
"He was born on April 23, 1908 in Junee, Australia and died August 14, 2006.",['DATE_OF_DEATH']
"Born Lorraine Lois Turnbull, she attended Occidental College where she majored in physics.",['EDUCATED_AT']
"Stephen Warshall (November 15, 1935 – December 11, 2006) was an American computer scientist.",['NATIONALITY']
"Jessica’s Law was named after Jessica Lunsford, the nine-year-old girl who was abducted, raped, and murdered in Florida in 2005 by a twice-convicted sex offender.",['DATE_OF_DEATH']
"Jacobus Albertus Wilhelmus ""Jaap"" Burger (20 August 1904 – 19 August 1986) was a Dutch politician of the Labour Party (PvdA) and jurist.",['POLITICAL_AFFILIATION']
"Carroll T. Cooney, Jr., was a writer of popular children's books and the president and chairman of the Vocaline Company in the 1950s and 1960s.",['AUTHOR']
"Because his father was employed by the United States Army, Frank lived in Japan, Nevada, California, New York, Texas, North Carolina, and Hawaii during his childhood.",['PLACE_OF_RESIDENCE']
She received her Master of Arts in Critical Theory at the University of Nottingham in 1989.,['EDUCATED_AT']
"I am pursuing a Bachelor of Science at Asian School of the Environment, Nanyang Technological University (NTU), Singapore.",['EDUCATED_AT']
"C was originally developed by Dennis Ritchie between 1969 and 1973 at AT&T Bell Labs, and used to re-implement the Unix operating system.",['EMPLOYEE_OR_MEMBER_OF']
"He added astronomy to his portfolio in 1842, and remained as Harvard professor until his death.",['EMPLOYEE_OR_MEMBER_OF']
"Having gained an extensive experience in brewing under his father, he emigrated to Montreal from Scotland in about 1818.",['PLACE_OF_RESIDENCE']
"After a career in theater and arts management, Cydney ventured into the florist business in her own right, opening The English Garden with her husband Warren, also a third generation florist.",['SPOUSE']
"Founded in 1948 by parents who sought better services for their children, The Arc of Philadelphia is one of the first Arc chapters in the United States.",['DATE_FOUNDED']
"Based in Lewisville, TX, HomeSearch.com Realty Inc. is a wholly owned subsidiary of SolutionStar Realty Services.",['SUBSIDIARY_OF']
"The Secretary of the Navy was, from its creation in 1798, a member of the President's Cabinet until 1949, when the Secretary of the Navy (and the Secretaries of the Army and Air Force) was by amendments to the National Security Act of 1947 made subordinate to the Secretary of Defense.",['DATE_FOUNDED']
"I previously worked as a permanent library assistant with Fingal County Council in Blanchardstown Library as well as a Temporary Library Assistant with Dun Laoghaire Rathdown County Council in dlr LexIcon Library in Dun Laoghaire and in Blackrock Library, so I possess extensive experience of working in a number of different library settings in the past few years.",['EMPLOYEE_OR_MEMBER_OF']
My name is Yollande Tchouapi Deacon a native Bantu from the Bamileke tribe of Cameroon in West Africa.,['PLACE_OF_BIRTH']
"His latest book, Across the Endless River, is a historical novel about Jean-Baptiste Charbonneau, the son of Sacagawea, and his intriguing sojourn as a young man in 1820s Europe.",['CHILD_OF']
"Founded by John Weisinger in 1988 and still family owned and operated by his son Eric, Weisinger Family Winery sits at 2300' elevation.",['CHILD_OF']
"Harris Jacob Bixler (September 16, 1870 – March 29, 1941) was a Republican member of the U.S. House of Representatives from Pennsylvania.",['POLITICAL_AFFILIATION']
"Milestone Aviation Group, a subsidiary of GE Capital Aviation Services (GECAS), is the first global aircraft operating lease company focused exclusively on the helicopter market.",['SUBSIDIARY_OF']
"The triumphant NARC (a coalition of the National Alliance Party of Kenya and Liberal Democratic Party), which dominated in the general elections of 2002 was in the majority, led by Kibaki.",['POLITICAL_AFFILIATION']
"Infocom was founded on June 22, 1979 by MIT staff and students led by Dave Lebling, Marc Blank, Albert Vezza, and Joel Berez and lasted as an independent company until 1986 when it was bought by Activision.",['FOUNDED_BY']
"Stevanato Group is an Italian multinational company headquartered in Piombino Dese, Padua – Italy.",['HEADQUARTERS']
Leopalace 21 also oversees hotel and resort properties on the island of Guam through its MDI Guam subsidiary.,['SUBSIDIARY_OF']
"Prokhorov became a corresponding member of the Russian Academy of Sciences in 1966, a full member in 1972.",['EMPLOYEE_OR_MEMBER_OF']
"George W. Clarke (June 22, 1906 – June 25, 2006) was an American politician in the state of Washington.",['DATE_OF_BIRTH']
I earned a bachelor's degree in Computer Information System from Strayer University and graduated Cum Laude.,['EDUCATED_AT']
"Founded in 2011, Bettr Barista is a specialty coffee company and Singapore's first Certified B Corporation, using our enterprise to create positive social impact.",['DATE_FOUNDED']
When she died in 1999 (from an accident) I continued the business under her name until last year when I decided to continue under my name.,['DATE_OF_DEATH']
"A Yorkshireman (he lives in Thirsk and Malton) of Flemish ancestry, he is the son of Derek Vander Weyer, who was a prominent London banker with Barclays, where he rose to Deputy Chairman.",['PLACE_OF_RESIDENCE']
"Established in 2001, Millennium TGA is a full-service web design and development company originally based in Honolulu, Hawaii.",['HEADQUARTERS']
"David C. Harrington is an American politician from Maryland, a member of the Democratic Party and a former member of the Maryland State Senate.",['POLITICAL_AFFILIATION']
"Historic records show that Jonas died November 5th, 1993 in Chicago, Illinois.",['DATE_OF_DEATH']
"Born and raised in El Salvador, Central America, Juan Lopezdabdoub moved to Canada with his family in 1991 leaving a Salvadorian civil war behind.",['PLACE_OF_RESIDENCE']
"In 1963 he moved to Australia for a post at the Mount Stromlo Observatory, before settling finally at the Carnegie observatories in Pasadena, California, in 1968.",['PLACE_OF_RESIDENCE']
"Vonic, through our subsidiary Avantica, also offers QA and software development capabilities both domestically, and through our near shore offices in Costa Rica.",['SUBSIDIARY_OF']
"Solomon Taylor North (May 24, 1853 – October 19, 1917) was a Republican member of the U.S. House of Representatives from Pennsylvania.",['POLITICAL_AFFILIATION']
"Knowlton Bennett & Conaway grew out of the law firm Knowlton & Bennett, which was established in 1980 by the late Daniel D. Knowlton and William Mark Bennett.",['DATE_FOUNDED']
"""Marianne Charlotte, eldest daughter of George Wyndham, of Cromer, wife of the Rev. Cremer Cremer, died Nov. 4, 1842, in her 39th year.""",['DATE_OF_DEATH']
"FNS, Inc. is the U.S. Subsidiary of Pantos Logistics and is an Asset Based Trucking Company and Logistics Firm servicing North America.",['SUBSIDIARY_OF']
John Deane Spence (7 December 1920 – 4 March 1986) was a British Conservative Party politician.,['POLITICAL_AFFILIATION']
"Piet Goethals (born in Ghent, Belgium) is a master of History of Art and Art Philosophy and a bachelor in Dutch and English literature and language.",['PLACE_OF_BIRTH']
"Francis Raphael ""Frank"" Smith (September 25, 1911 – December 9, 1982) was a Democratic member of the U.S. House of Representatives from Pennsylvania.",['POLITICAL_AFFILIATION']
Upon marriage she moved to Melbourne where she competed for the Coburg Athletics Club alongside athletes such as Raelene Boyle and Jean Roberts.,['PLACE_OF_RESIDENCE']
Lai received a Bachelor of Science (Engineering) degree in 1980 and a Master of Social Science degree in Urban Studies in 1984 from the University of Hong Kong.,['EDUCATED_AT']
Wong Shu Qi (born 26 November 1983) is a Malaysian politician from the Democratic Action Party (DAP).,['POLITICAL_AFFILIATION']
"Nicole Solomon was born and raised in Wilmette, Illinois, just 20 minutes North of Chicago.","['PLACE_OF_RESIDENCE', 'PLACE_OF_BIRTH']"
His son Aniekan Donald Etiebet was another contender for the same post.,['CHILD_OF']
"Yaskawa America, Inc. - Drives and Motion Division operates as a subsidiary of Yaskawa Electric Corporation.",['SUBSIDIARY_OF']
"Troy Maxfield, founding member, established OPFL for the purpose of creating a better way to service clients.",['FOUNDED_BY']
"Shelp worked for Maurice ""Hank"" Greenberg, CEO of American International Group, for 12 years, ultimately serving as worldwide head of government relations.",['CEO']
"Iris Falcam was a native of Hawaii, but resided in what is now the Federated States of Micronesia for more than forty years.",['PLACE_OF_BIRTH']
"Augusta Aasen, née Paasche (19 May 1878 – 3 August 1920) was a Norwegian politician for the Labour Party.",['POLITICAL_AFFILIATION']
Dale attended Winthrop University.,['EDUCATED_AT']
"It was acquired by Cox Enterprises in 1969, and today is headquartered at 265 Royal Poinciana Way in Palm Beach.",['HEADQUARTERS']
"He was formerly CEO of Lombard Medical Technologies PLC, an AIM listed company.",['CEO']
"It was around this time that he became actively involved in the Labour movement, and also that he married Florence Mary Kinley, née Bawden, (1886-1927).",['SPOUSE']
"In 1937 she divorced Dmitri and moved to France with her son, marrying that same year a member of a princely house of Georgia, Prince Dimitri Djordjadze; that marriage also ended in divorce.",['SPOUSE']
"Six months later, he surrendered to the call to preach the Gospel, and enrolled at Mississippi College to continue his education.",['EDUCATED_AT']
Jan Helge Jansen (born 1 July 1937) is a Norwegian priest and politician for the Conservative Party.,['POLITICAL_AFFILIATION']
"My current role is Group CFO with Prozone SUP SAS a French Group providing sports performance analysis worldwide, including Prozone Sports based in the UK, and Amisco based in France, along with other subsidiary companies on every continent.",['SUBSIDIARY_OF']
"Chong Chieng Jen, (simplified Chinese: 张健仁; traditional Chinese: 張健仁; pinyin: Zhāng Jiàn Rén; born 12 February 1971), is a Malaysian lawyer and politician from the Democratic Action Party (DAP).",['POLITICAL_AFFILIATION']
"It was founded at the death of Carlos de Amberes in 1594; Carlos was a native of Antwerp, and bequeathed all his property to support people from the Low Countries visiting Spain.",['DATE_OF_DEATH']
"Dirk van Dalen (born 20 December 1932, Amsterdam) is a Dutch mathematician and historian of science.",['NATIONALITY']
"Morgan Stanley is an American multinational investment bank and financial services company headquartered at 1585 Broadway in the Morgan Stanley Building, Midtown Manhattan, New York City.",['HEADQUARTERS']
"Allan David Bloom (September 14, 1930 – October 7, 1992) was an American philosopher, classicist, and academician.",['NATIONALITY']
"Kathryn V. Marinello is the CEO, a Director of the Company and Chairman of the Board for Stream Global Services, a global outsourcing solution provider, providing BPO services for Fortune 1000 clients, with 32 service centers in 18 countries.",['CEO']
"Davidson died in Phoenix, Arizona Territory as a result of his ill health and before he took the oath of office.",['PLACE_OF_DEATH']
"It was established in May 1913, as the successor to Modern Electrics, a combination of a magazine and mail-order catalog that had been published by Hugo Gernsback starting in 1908.",['DATE_FOUNDED']
"Formed by Sumner and Hook after the two attended a Sex Pistols gig, Joy Division moved beyond their punk roots to develop a sound and style that made them one of the pioneers of the post-punk movement.",['FOUNDED_BY']
