text,KN_label,My_label
His son Aniekan Donald Etiebet was another contender for the same post.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
"Yaskawa America, Inc. - Drives and Motion Division operates as a subsidiary of Yaskawa Electric Corporation.","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Troy Maxfield, founding member, established OPFL for the purpose of creating a better way to service clients.","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Mr. Ghazanfar Ali Sanpal (resident of Moza Ranjit Kot) matriculated from the high school and later on received his MSc degree in Computer Science in 2003 from Quad-e-Azam University (QAU), Islamabad (Pakistan).","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Shelp worked for Maurice ""Hank"" Greenberg, CEO of American International Group, for 12 years, ultimately serving as worldwide head of government relations.","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Hédi Annabi (4 September 1943 – 12 January 2010) was a Tunisian diplomat and Special Representative of the United Nations Secretary-General, Head of the UN Stabilization Mission in Haiti (MINUSTAH).","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Iris Falcam was a native of Hawaii, but resided in what is now the Federated States of Micronesia for more than forty years.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
"Augusta Aasen, née Paasche (19 May 1878 – 3 August 1920) was a Norwegian politician for the Labour Party.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Dale attended Winthrop University.,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"It was acquired by Cox Enterprises in 1969, and today is headquartered at 265 Royal Poinciana Way in Palm Beach.","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"He was formerly CEO of Lombard Medical Technologies PLC, an AIM listed company.","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"It was around this time that he became actively involved in the Labour movement, and also that he married Florence Mary Kinley, née Bawden, (1886-1927).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"In 1937 she divorced Dmitri and moved to France with her son, marrying that same year a member of a princely house of Georgia, Prince Dimitri Djordjadze; that marriage also ended in divorce.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"Six months later, he surrendered to the call to preach the Gospel, and enrolled at Mississippi College to continue his education.","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Jan Helge Jansen (born 1 July 1937) is a Norwegian priest and politician for the Conservative Party.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"My current role is Group CFO with Prozone SUP SAS a French Group providing sports performance analysis worldwide, including Prozone Sports based in the UK, and Amisco based in France, along with other subsidiary companies on every continent.","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Chong Chieng Jen, (simplified Chinese: 张健仁; traditional Chinese: 張健仁; pinyin: Zhāng Jiàn Rén; born 12 February 1971), is a Malaysian lawyer and politician from the Democratic Action Party (DAP).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"It was founded at the death of Carlos de Amberes in 1594; Carlos was a native of Antwerp, and bequeathed all his property to support people from the Low Countries visiting Spain.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
"Dirk van Dalen (born 20 December 1932, Amsterdam) is a Dutch mathematician and historian of science.","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
"Morgan Stanley is an American multinational investment bank and financial services company headquartered at 1585 Broadway in the Morgan Stanley Building, Midtown Manhattan, New York City.","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Allan David Bloom (September 14, 1930 – October 7, 1992) was an American philosopher, classicist, and academician.","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Kathryn V. Marinello is the CEO, a Director of the Company and Chairman of the Board for Stream Global Services, a global outsourcing solution provider, providing BPO services for Fortune 1000 clients, with 32 service centers in 18 countries.","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Davidson died in Phoenix, Arizona Territory as a result of his ill health and before he took the oath of office.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0]"
"Most of all, I am grateful to live in the Napa Valley, where I was born.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"It was established in May 1913, as the successor to Modern Electrics, a combination of a magazine and mail-order catalog that had been published by Hugo Gernsback starting in 1908.","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"It was founded in September 1998 by Susan and David Axelrod, driven by their daughter starting to have severe seizures when she was a child.","[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Formed by Sumner and Hook after the two attended a Sex Pistols gig, Joy Division moved beyond their punk roots to develop a sound and style that made them one of the pioneers of the post-punk movement.","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Philip Caldwell, Ford's CEO at the time, put Veraldi in charge of a new car to turn Ford's fortunes around, aware that the future of the company would be riding on it.","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Palmer moved to Hopewell Cape and was named probate judge in 1846.,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"He is the author of many books and poetry, including Poemas de Circunstancia (1961), Panfleto (1979), Poemas da Cadeia (1979), and Economia Politica (1979).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
"I have those special children (Avery, Alex and Nic being the most important) besides the ones that I actually gave birth to, that I would do anything for!","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
"When de Balliol died in 1269 his widow, Dervorguilla, a woman whose wealth far exceeded that of her husband, continued his work in setting up the college, providing a further endowment, and writing the statutes.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
"Amanda was born and raised in Charleston, South Carolina, and attended Bishop England High School on Daniel Island.","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
"First Niagara Bank was a Federal Deposit Insurance Corporation-insured regional banking corporation headquartered in Buffalo, New York.","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
It was founded by Sharon Dean who was previously Director of Licensing at PRS for Music http://www.prsformusic.com,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
She moved to the double monastery at Ely where her sister Æthelthryth was abbess and succeeded her when Æthelthryth died in 679.,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
"James Henry Binger (1916 – November 5, 2004) was a lawyer who became Chairman and Chief Executive Officer of Honeywell.","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Hemlata Gupta (died 2006) was an Indian medical doctor and the director and head of the department of medicine at Lady Hardinge Medical College.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
"Onishi Tetsunosuke (大西鐡之祐) was born in Nara city, Nara prefecture on April 7, 1916, and died on September 19, 1995.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
"Heinz ABC Indonesia is a subsidiary of H.J. Heinz Company Limited, a global giant and US based Food Company with iconic brands (now become KraftHeinz Company).","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Marcy Carsey is a founder with partner Tom Werner in the Carsey Werner Company, the television production company responsible for a litany of successful shows, including The Cosby Show, Roseanne, 3rd Rock from the Sun, and That 70's Show.","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"On 27 December 2013, he co-founded Kumbhathon with MIT Professor Ramesh Raskar, an innovation platform to spot problems and probe solutions in Nashik.","[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
It has been a subsidiary of the multinational petroleum company Eni.,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"His family ran a company named H. E. Schjøtt & Co, and Schjøtt started his own company named Hagbarth Schjøtt in 1926.","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Tatiana is a founding Committee member and a president of the University of Cambridge GreenBRIDGE Society (‘Buildings, Research, Innovation, Development, Governance, Energy/Environment’), involving researchers and practitioners interested in Sustainable Built Environment (www.greenbridge.org.uk ).","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Marianne married Rev. Cremer CREMER on 22 Jul 1829 in Felbrigg, Norfolk, England.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"Vic Hey (born Monday 18 November 1912 in Liverpool, New South Wales — died Tuesday 11 April 1995 (aged 82)) was an Australian rugby league national and state representative five-eighth/stand-off and later a successful first-grade and national coach.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
Beverly Malone (born 1948) is the chief executive officer of the National League for Nursing in the United States.,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"He is the author of Lone Star Menagerie: Adventures with Texas Wildlife (2000) and formerly wrote and illustrated the syndicated column ""Animal Journal"".","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
"Educated in political science at the Université Laval, Saucier worked as a journalist in the Abitibi-Témiscamingue region of Quebec before publishing her debut novel, La Vie comme une image, in 1996.","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
He authors a weekly podcast Neues vom Känguru.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
"Infinium Capital, a wholly owned subsidiary of the Toronto based Infinium Group Inc., is a leading independent electronic trading firm specializing in alternative quantitative and arbitrage strategies.","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Prikryl was born in Vienna, grew up in Alsergrund, and became a plumber's assistant.","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
"David Jacobs, Spyder's founder and chairman was born in Montreal, Canada, and began skiing at age 13.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
"Antoni Maria Badia i Margarit (May 30, 1920 – November 16, 2014) was a Spanish Catalan linguist and philologist who has done studies on grammar and history of Catalan language.","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"The FSF was incorporated in Massachusetts, USA, where it is also based.","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Chip Wass (born 1965) is a well-known American illustrator, designer, and animator whose drawings are noted for their ironic style and trenchant comic wit.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"After the return to democracy in 1999, Etiebet was a leader of the United Nigeria People's Party (UNPP), which later merged with the All People's Party (APP) to form the All Nigeria People's Party.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"Until 15 November 2013, he was the CEO of Belgacom, the leading telecommunications company of Belgium.","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Apostle Kojo Sarfo (also spelt Safo) is a Ghanaian pastor, philanthropist, entrepreneur, innovator and inventor., He was born on 6 August 1948 at Bekwai in the Ashanti Region of Ghana.","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]"
"She divorced Vidor in 1925 after having their daughter Suzanne, but she kept his surname.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]"
"goBrands Inc. is the parent company of goPuff, and also offers on-demand alcohol deliveries in select markets through their goBeer and goBooze categories.","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
• Preparing Internal Audit Scorecard of Pakistan Market and reporting to Corporate Headquarter of Abudawood in Jeddah,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Kyle Wong (born February 10, 1990) is an entrepreneur, Co-Founder and Chief Executive Officer of Pixlee, an enterprise SaaS platform that helps brand's marketing using user-generated content.","[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
In the 1932 general election Hennessy was defeated by Henri Malet of the Democratic Republican Alliance.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"Gloria Yip Wan-Yee (Chinese: 葉蘊儀, born January 13, 1973 in Hong Kong, the elder of two sisters and daughter of prominent businessman Yip Shao) is a Hong Kong actress and singer, best known for her four films with director Lam Ngai Kai, and to Western audiences, her ""special appearance"" in Lam's Riki-Oh: The Story of Ricky and principal supporting role in the cult classic Saviour of the Soul.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]"
"Christophe Negrel (born May 25, 1977 in Marseille) is a French taekwondo practitioner, who competed in the men's welterweight category.","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
"Development was handled by Nintendo Entertainment Analysis and Development, led by Shigeru Miyamoto, who produced the game.","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"After 18 months, Dr. Weissling moved to Yakima, WA where she was employed in a non-for-profit community agency providing speech and language services to residents of Yakima County.","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"Jessica advised and collaborated with Millennial Trains Project, a D.C. based nonprofit focused on young innovators, along with startups and nonprofits across the globe to advance their communications, marketing and operational goals.","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Ester Jacob v.Gelder, birth ± 1782, died 26 Dec 1832 Amsterdam, Muiderberg cemetery: on 6 Teveth 1832 [28 Dec 1832] - Ester Jacob v.Gelder, wife of Samuel v.d.Velde.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"In 1960, Carl Hitt moved his family from Riverside,CA to Apple Valley, CA.","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"John married Martha Ann Wetterich (born Kamphaus) on month day 1929, at age 22 at marriage place, Ohio.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]"
"In 1857, he married Rebecca Bennett.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"Coyote CEO Jeff Silver, along with the founding team that he recruited to join him, armed the business with the technology, industry experience, financial firepower, and ""No Excuses"" mentality that has made Coyote a leading service provider in the industry.","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Dr. Lopez and Karen have been married for 20 years and have two children, Eric and Matthew.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"A Republican, he is a former president and CEO of Securian Trust Company, and a former senior vice president of university relations at Bethel University in Arden Hills.","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Olaug Vervik Bollestad (born 4 November 1961) is a Norwegian nurse and politician for the Christian Democratic Party.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"I started as a student in my last year of high school taking Practical Nursing and became a licensed practical nurse in 1958, I began working on my undergraduate bachelor of science degree at Howard University School of Liberal Arts in September 1959 and completed by B.S. degree in June 1964, I took organic chemistry at American University both the Organic Chemistry I and 2 in the summer of l966 and started Howard University Medical School in September of l966 and graduated and received my medical degree June 4, 1970.","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Arieh Warshel (Hebrew: אריה ורשל; born November 20, 1940) is an Israeli-American biochemist and biophysicist.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Presently I have been studying English at Valencia College in Orlando (Florida), and my goal is to improve my language skills and expand my career choices since I've moved to the U.S. from Brazil.","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"Hemang is the Co-Founder & CEO of Revmetrix, a big data startup based in Washington DC.","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"It is named after Joseph Hagaman, the founding father.","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Currently I am taking a PhD program at Department of Linguistics, Macquarie University.","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"George M. Whitesides (born August 3, 1939) is an American chemist and professor of chemistry at Harvard University.","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
