text,label
"Most of all, I am grateful to live in the Napa Valley, where I was born.",['PLACE_OF_BIRTH']
"It was founded in September 1998 by Susan and David Axelrod, driven by their daughter starting to have severe seizures when she was a child.","['FOUNDED_BY', 'DATE_FOUNDED']"
She moved to the double monastery at Ely where her sister Æthelthryth was abbess and succeeded her when Æthelthryth died in 679.,['PLACE_OF_RESIDENCE']
"James Henry Binger (1916 – November 5, 2004) was a lawyer who became Chairman and Chief Executive Officer of Honeywell.",['DATE_OF_BIRTH']
"Onishi Tetsunosuke (大西鐡之祐) was born in Nara city, Nara prefecture on April 7, 1916, and died on September 19, 1995.",['DATE_OF_BIRTH']
"On 27 December 2013, he co-founded Kumbhathon with MIT Professor Ramesh Raskar, an innovation platform to spot problems and probe solutions in Nashik.",['DATE_FOUNDED']
"Educated in political science at the Université Laval, Saucier worked as a journalist in the Abitibi-Témiscamingue region of Quebec before publishing her debut novel, La Vie comme une image, in 1996.",['EDUCATED_AT']
"Antoni Maria Badia i Margarit (May 30, 1920 – November 16, 2014) was a Spanish Catalan linguist and philologist who has done studies on grammar and history of Catalan language.",['DATE_OF_BIRTH']
"Chip Wass (born 1965) is a well-known American illustrator, designer, and animator whose drawings are noted for their ironic style and trenchant comic wit.",['DATE_OF_BIRTH']
"She divorced Vidor in 1925 after having their daughter Suzanne, but she kept his surname.",['SPOUSE']
"Gloria Yip Wan-Yee (Chinese: 葉蘊儀, born January 13, 1973 in Hong Kong, the elder of two sisters and daughter of prominent businessman Yip Shao) is a Hong Kong actress and singer, best known for her four films with director Lam Ngai Kai, and to Western audiences, her ""special appearance"" in Lam's Riki-Oh: The Story of Ricky and principal supporting role in the cult classic Saviour of the Soul.",['CHILD_OF']
"Christophe Negrel (born May 25, 1977 in Marseille) is a French taekwondo practitioner, who competed in the men's welterweight category.",['NATIONALITY']
"Jessica advised and collaborated with Millennial Trains Project, a D.C. based nonprofit focused on young innovators, along with startups and nonprofits across the globe to advance their communications, marketing and operational goals.",['HEADQUARTERS']
"Arieh Warshel (Hebrew: אריה ורשל; born November 20, 1940) is an Israeli-American biochemist and biophysicist.",['DATE_OF_BIRTH']
"Hemang is the Co-Founder & CEO of Revmetrix, a big data startup based in Washington DC.",['HEADQUARTERS']
"George M. Whitesides (born August 3, 1939) is an American chemist and professor of chemistry at Harvard University.",['DATE_OF_BIRTH']
"Friedrich Hayek CH ([ˈfʁiːdʁɪç ˈaʊ̯ɡʊst ˈhaɪ̯ɛk]; 8 May 1899 – 23 March 1992), born in Austria-Hungary as Friedrich August von Hayek and frequently referred to as F. A. Hayek, was an Austrian and British economist and philosopher best known for his defense of classical liberalism.",['PLACE_OF_BIRTH']
"Chittenden & Eastman Company (established in 1866) is an American handcrafting mattress manufacturer originally based in Burlington, Iowa.",['DATE_FOUNDED']
Karsten Ingemann Torkildsen (18 December 1896 – 26 February 1979) was a Norwegian trade unionist and politician for the Labour Party.,['DATE_OF_BIRTH']
"After spending the better part of one year visiting almost thirty schools in search of a progressive preschool experience for her then 2-year-old daughter, Myani Lawson decided to open Bergen-Lafayette Montessori School to create a diverse, bilingual, Montessori educational environment that provided children the independence and freedom they need to grow and thrive, while setting the structure imperative to be able to develop into responsible and civic-minded adults, ready to positively contribute to life in the 21st century.",['FOUNDED_BY']
"Born in Polish Republic, raised in the Soviet Union, immigrant to Israel, Shanin made his career in the United Kingdom until he went to Russia to found the Moscow School of Social and Economic Sciences.",['FOUNDED_BY']
"Allan Franklin Larsen (April 4, 1919 – March 2, 2005) was a Republican politician from eastern Idaho.",['DATE_OF_BIRTH']
"Peter II Alexeyevich (Russian: Пётр II Алексеевич, Pyotr II Alekseyevich) (23 October [O.S. 12 October] 1715 – 30 January [O.S. 19 January] 1730) reigned as Emperor of Russia from 1727 until his death.",['DATE_OF_DEATH']
"Prakash Chandra Das (born 27 November 1958) is a politician of Bharatiya Janata Party from the state of Tripura, India.",['DATE_OF_BIRTH']
He was born in Tromsø as a son of educator and politician Just Knud Qvigstad (1853–1957) and Margrethe Antonette Aagaard (1859–1949).,['CHILD_OF']
"From the early days it was Tony's vision to create a one-stop-shop for electrical trade customers, resulting in the formation of Euro Sales Limited, back in 1972",['FOUNDED_BY']
"She was the youngest daughter of Khattab ibn Nufayl, who married her off with his nephew, hanif Sa'id ibn Zayd.",['SPOUSE']
"Mr Gibbs retired, but the Dandy brothers (who originally hailed from Peterborough) maintained the local connection by naming the newly-acquired business Gibbs & Dandy.",['PLACE_OF_BIRTH']
"Dr. Vincent Guido was born and raised in the suburbs of Chicago, and moved to Indiana where he now lives in West Lafayette with his wife Sherri.",['SPOUSE']
"Gusthart''s was established in 1985 as Gustharts Chainsaw Centre by Jim and Robert Gusthart, a father and son team with over 92 years of chainsaw experience between them.",['FOUNDED_BY']
"Simon Christopher Coombs (born 21 February 1947), is a former British Conservative politician.",['NATIONALITY']
"Blaizing Lotus is dedicated to my daughter Blaize, who passed away of SIDS in 2008.",['CHILD_OF']
"A native of Pennsylvania, he was the co-founder of the Oregon Hospital for the Insane in East Portland, Oregon.","['FOUNDED_BY', 'PLACE_OF_BIRTH']"
"Tomasz Mendelski (born May 21, 1981 in Olsztyn) is a Polish sprint canoer.",['PLACE_OF_BIRTH']
"John A. Caddell (Tuscumbia, Alabama, 23 April 1910 – 7 February 2006) was an American lawyer in the state of Alabama.",['DATE_OF_BIRTH']
"In 2005 Brisinger formed the film production company Drama Svecia with partner/producer Mikael Flodell, owner/CEO of Stockholm commercial production company Flodellfilm to which he has been signed as a commercial director since 2000.",['DATE_FOUNDED']
"Michael A. Miles (1940–2013) was an American marketer and businessman from Washington, D.C., who served as Chief executive of Kentucky Fried Chicken, Kraft Foods, and Philip Morris Companies, and as a director on the board of Time Warner, Sears Holdings Corporation, Dell Inc., AMR Corporation, and Citadel Broadcasting Corporation.",['NATIONALITY']
Gerald Beresford Whitham (13 December 1927 – 26 January 2014) was a British–born American applied mathematician and the Charles Lee Powell Professor of Applied Mathematics (Emeritus) of Applied & Computational Mathematics at the California Institute of Technology.,"['NATIONALITY', 'DATE_OF_BIRTH']"
"James Otis ""BigCat"" Williams (born March 29, 1968) is a former American football player.",['NATIONALITY']
Tajol gave up his positions as Perak Barisan Nasional chief and member of the state Umno liaison committee to then Deputy Prime Minister Datuk Seri Najib Tun Razak on 30 January 2009.,['POLITICAL_AFFILIATION']
"Arvid Gustavsson, Lord of Vik (died c. 1379/1380) was a medieval Swedish magnate and justiciar of Finland.",['NATIONALITY']
Anna Wierzbicka [ˈanna vʲɛʐˈbʲitska] (born 10 March 1938 in Warsaw) is a Polish linguist currently working at the Australian National University in Canberra.,"['EMPLOYEE_OR_MEMBER_OF', 'HEADQUARTERS']"
"News Corporation (officially referred to as New News Corp; trading as News Corp) is an American multinational mass media company, formed as a spin-off of the former News Corporation (as founded by Rupert Murdoch in 1979) focusing on newspapers and publishing.",['FOUNDED_BY']
"Eric Le Roi Crozier (born August 11, 1978 in Columbus, Ohio) is an American former Major League Baseball first baseman and outfielder.",['DATE_OF_BIRTH']
"Gerald A. Edwards was born the sixth of seven children in a small town in Roanoke Rapids, North Carolina to Roger and Beatrice Edwards.",['PLACE_OF_BIRTH']
"Benjamin Peirce (/ˈpɜːrs/; April 4, 1809 – October 6, 1880) was an American mathematician who taught at Harvard University for approximately 50 years.",['NATIONALITY']
"Gerhard Kraft (born 1941 in Heidelberg, Germany) is a German physicist, best known for introducing heavy ion cancer therapy in Europe.","['PLACE_OF_BIRTH', 'DATE_OF_BIRTH']"
"Henry R. ""Hank"" Cosby (May 12, 1928 – January 22, 2002) was an American musician, songwriter and record producer for Motown.",['AUTHOR']
"It was founded in January 2001 in Las Vegas, Nevada, by Station Casinos executives Frank Fertitta III and Lorenzo Fertitta to be the parent entity of the Ultimate Fighting Championship (UFC) after they purchased it from the Semaphore Entertainment Group.",['FOUNDED_BY']
"Michael John Michot, known as Mike Michot (born December 12, 1963), is a Republican former member of the Louisiana State Senate.",['DATE_OF_BIRTH']
"Cascade Family Medicine was founded by Lawrence Foltz, DO and his wife, Erma (who is also a registered nurse).",['FOUNDED_BY']
"Garrett Erin Reisman (born February 10, 1968) is an American engineer and former NASA astronaut.",['EMPLOYEE_OR_MEMBER_OF']
"Princess Irina Felixovna Yusupova (Russian: Ирина Феликсовна Юсупова), nicknamed ""Bébé"", (21 March 1915 – 30 August 1983 in Cormeilles, France) was born in Petrograd, Russia, the only child of Prince Felix Yusupov and Princess Irina of Russia.",['DATE_OF_BIRTH']
"His ties to the Northern Chester County community are deep: ""I was born here, I was raised here, and I've never left.""",['PLACE_OF_RESIDENCE']
"Radama I ""the Great"" (1793–1828) was the first Malagasy sovereign to be recognized as King of Madagascar (1810-1828) by a European state.",['NATIONALITY']
Rolls-Royce Motor Cars Limited is a wholly owned subsidiary of BMW established in 1998 after BMW was licensed the rights to the Rolls-Royce brand name and logo from Rolls-Royce PLC and acquired the rights to the Spirit of Ecstasy and Rolls-Royce grill shape trademarks from Volkswagen AG.,['DATE_FOUNDED']
He was born in Heddal as a son of district physician Johan Carl Bugge (1847–1902) and Christine Theodora Drolsum (1854–1882).,"['PLACE_OF_BIRTH', 'CHILD_OF']"
"Hinton worked in newspapers, magazines and television as a reporter, editor and executive in Australia, the United Kingdom and the United States and became an American citizen in 1986.",['NATIONALITY']
"Mark V. Parkinson (born June 24, 1957) is the president and chief executive officer of the American Health Care Association (AHCA) and the National Center for Assisted Living (NCAL).",['DATE_OF_BIRTH']
"Amado Rigoberto Morales (born July 22, 1947) is a retired male javelin thrower from Puerto Rico, who competed for his native country during the 1970s and the 1980s.",['PLACE_OF_BIRTH']
"Jacob Weisberg (born 1964) is an American political journalist, serving as editor-in-chief of Slate Group, a division of Graham Holdings Company.","['EMPLOYEE_OR_MEMBER_OF', 'DATE_OF_BIRTH']"
"Paul Hugo Hensel (May 17, 1860, Groß-Barthen near Königsberg – November 11, 1930, Erlangen) was a German philosopher, son of the landowner and entrepreneur Sebastian Hensel, brother of the mathematician Kurt Hensel, grandson of the composer Fanny Mendelssohn and the painter Wilhelm Hensel, and a descendant of the philosopher Moses Mendelssohn.",['CHILD_OF']
"Emilia Telese (born in Sarno, Italy,1973) is an Italian artist whose practice includes performance, visual, site-specific and video art, interactive and body-responsive technology, installation, literature and public art.",['PLACE_OF_BIRTH']
"Alan Mauritz Swanson (born Chicago, Illinois 29 October 1941) is an American composer and academic who lives in the Netherlands.",['PLACE_OF_RESIDENCE']
Since 1992 he is a Professor emeritus and a writer.,['EMPLOYEE_OR_MEMBER_OF']
"Hitachi Automotive Systems Americas, Inc. was formed on January 1, 2011 when Hitachi Automotive Products (USA), Inc. merged and consolidated its two subsidiaries, UNISIA OF GEORGIA CORPORATION and TOKICO (USA) INC.",['SUBSIDIARY_OF']
Adarnase was the oldest son of the Georgian presiding prince Ashot I and inherited all the lands west to the Arsiani Range with the exception of Shavsheti and Lower Tao (now in Turkey).,['NATIONALITY']
"After serving as a guest conductor of major symphony orchestras in the USA and abroad, Henry Lewis moved to Newark, New Jersey, where in 1968 he became conductor and music director of the New Jersey Symphony Orchestra, a small community ensemble.",['EMPLOYEE_OR_MEMBER_OF']
"Brought up in Poland she graduated from Warsaw University and finally emigrated to Australia in 1972, where she has lived until now.",['EDUCATED_AT']
"Henri-Claude A. Bailly, also known as HC, co-founded RCG, LLC in 2002 and serves as its Principal and Chief Executive Officer.",['DATE_FOUNDED']
Sara Maria Danius (born 5 April 1962 in Täby) is a Swedish scholar of literature and aesthetics.,['DATE_OF_BIRTH']
"Stephen A. Love (born on May 19, 1950 in Crawfordsville, Indiana) is a professional musician, lead singer, songwriter, producer, entertainment business promoter, CEO of the James Allen Promotions and Blue Jeans Music BMI.",['AUTHOR']
"David F. Nazworthy, professionally known as Dave Naz (born in 1969 in Los Angeles, California) is an American photographer and film director.",['NATIONALITY']
Its chairman of the board is retired General Martin Dempsey and its CEO is Jim Tooley.,['EMPLOYEE_OR_MEMBER_OF']
"Joseph Angus ""Joe"" Cannon was Chairman of the Utah Republican Party from 2002 to 2006 and is currently the CEO of Fuel Freedom Foundation.",['POLITICAL_AFFILIATION']
"Desmond and John O’Sullivan formed O’Sullivan Brothers, Inc. in 2011 in order to combine their thirty plus years of executive experience and help businesses, both small and large, navigate the challenges of today’s online business world.",['DATE_FOUNDED']
"It is one of Canada's largest corporations and has been the parent company in the Bell Canada corporate group since its creation in 1983 when Bell Canada, Northern Telecom, and other related companies all became subsidiaries of BCE.",['DATE_FOUNDED']
Alfredo Rocco (born 9 September 1875 in Naples – died 28 August 1935) was an Italian politician and jurist.,['NATIONALITY']
"Darlene Johnson was born on November 16, 1935 in Australia as Darlene Fraser Johnson.",['PLACE_OF_BIRTH']
"Teodor Shanin OBE, born 1930 in Vilnius, Lithuania (then in possession of Polish Republic) is a British sociologist who was for many years a Professor of Sociology at the University of Manchester.",['EMPLOYEE_OR_MEMBER_OF']
"Jan-Henrik Fredriksen (born 2 October 1956 in Kragerø, Telemark) is a Norwegian politician representing the Progress Party (FRP).",['NATIONALITY']
"Hassan Ghalibaf Asl (Persian: حسن قالیباف اصل, was born 1969 in Maragheh, East Azerbaijan) is an Iranian academic, Jurist, scholar and CEO of Tehran Stock Exchange.",['PLACE_OF_BIRTH']
"Daniel Lowell Peterson (born January 9, 1936) is a former American professional basketball head coach.",['NATIONALITY']
"Currently a resident of Philadelphia, Pennsylvania, Ms. Lyney Armour is studying at Drexel University has rec'd a MBA and continuing her education in Clinical Research Organization and Management.",['EDUCATED_AT']
"She has two sons, Maharajkumar Chaitanya Raj Singh Bhati (born 24 December 1993) and Maharajkumar Janmajeya Singh Bhati (born 19 December 2000).",['DATE_OF_BIRTH']
"John Cox Atlee (October 30, 1882 – August 2, 1958) was an American athlete.",['DATE_OF_BIRTH']
"Carlos Echeverri Cortés (23 June 1900 – 14 March 1974) was a Colombian economist and diplomat who served as ad interim fifth Permanent Representative of Colombia to the United Nations, and as Ambassador of Colombia to Peru and Mexico.",['DATE_OF_BIRTH']
"Created by Karen Howard and now sustained through her daughter and current Executive Director, Lani Richardson, the Web nourishes local education and culture while serving as a vehicle for both established and emerging artists to reach their audiences.",['FOUNDED_BY']
"Among the founder-members were Hassan Nezam (1922–1958), the principal founder, who was killed in Tehran in 1958 by SAVAK.",['PLACE_OF_DEATH']
"Prior to joining Delphi, John was President, CEO and Chairman of EndoTex Interventional Systems, Inc. a development stage, venture backed, start-up company focused on commercialization of carotid artery stents and which was acquired by Boston Scientific Corp. (NYSE:BSX) in 2007.",['EMPLOYEE_OR_MEMBER_OF']
Gunter Thielen (born 4 August 1942 in Quierschied) is Chairman and Chief Executive Officer of the Bertelsmann Foundation.,['DATE_OF_BIRTH']
"Sir James Gordon Partridge Bisset, CBE, RD (15 July 1883 - 28 March 1967) was a British merchant sea captain who served as Commodore of the Cunard White Star Line (1944–47).",['DATE_OF_BIRTH']
Rossella Ratto (born 20 October 1993) is an Italian racing cyclist.,['DATE_OF_BIRTH']
"In 2003 I joined Sogreah's subsidiary in Dubai, where I became involved mainly in all aspects of the feasibility studies for the GCC Water Grid Project, involving the interconnection of the drinking water networks of the six Arab countries around the Gulf.",['EMPLOYEE_OR_MEMBER_OF']
"Born near Savage, Maryland, to Stephen Gambrill and Kate (Gorman) Gambrill, he attended the common schools and Maryland Agricultural College (now the University of Maryland, College Park.",['EDUCATED_AT']
"His son Robert joined him at the age of 15 when he left school and went to work at H. Irwin & Son, a local timber merchant, where they sold and repaired all makes of chainsaw.",['EMPLOYEE_OR_MEMBER_OF']
"He was launched under Star Magic 11 with fellow Anim-E members: Emman Abeleda, Mhyco Aquino, Rayver Cruz, Rodjun Cruz, John Wayne Sace and Mico Aytona.",['EMPLOYEE_OR_MEMBER_OF']
"José de La Cruz Benitez Santa Cruz (born 3 May 1952 in Asunción), is a former football player who played as a goalkeeper.",['DATE_OF_BIRTH']
"Obafemi Lasode (born December 1955) is a Nigerian veteran film actor, songwriter,playwright, film producer and director.",['AUTHOR']
"Vic Roschkov Sr. is a Canadian editorial cartoonist and illustrator, now living in London, Ontario, Canada.",['PLACE_OF_RESIDENCE']
"Of Armenian descent, he was the founder and first president of the Armenian Academy of Sciences (1943–47).","['EMPLOYEE_OR_MEMBER_OF', 'DATE_FOUNDED']"
"Grupo M & Codevi is a vertically integrated textile company founded on 1986 by Fernando Capellán, its actual President & CEO.",['FOUNDED_BY']
"After graduating from Harvard, he remained as a tutor (1829), and was subsequently appointed professor of mathematics in 1831.",['EMPLOYEE_OR_MEMBER_OF']
"The original board of directors consisted of two US citizens, Richard Millett and Emilio Gonzalez, and Venezuelan citizen Salvador Briceno.",['NATIONALITY']
"Ziad Makhzoumi (Born in Beirut, Lebanon on January 20, 1955) is a public speaker, coach and business executive currently serving as the Chief Executive Officer of Fakih IVF.","['PLACE_OF_BIRTH', 'DATE_OF_BIRTH']"
"In 2012, Wong founded Pixlee out of his dorm room at Stanford University with co-founders Awad Sayeed, Miraj Mohsin, and Jeff Chen.",['DATE_FOUNDED']
"Born May 12, 1942 to Jeanette Weeks and Russ Weeks, Sr. in Beckley, West Virginia, he is a lifelong resident of the city.",['PLACE_OF_RESIDENCE']
"Agathe was named after the youngest daughter of Austrian astronomer Theodor von Oppolzer (1841–1886), professor of astronomy in Vienna.",['NATIONALITY']
"Adrian Picardi (born April 1987) is a bi-racial ""Italian-Korean"" American filmmaker based in Los Angeles, California.",['PLACE_OF_RESIDENCE']
"He was the Vice President of Business Developmentat STC, he joined STC in 2000 in Corporate Planning Department, moved subsequently, in July 2004 as the Head of STC Strategic Investments Unit, reporting to the CEO.",['EMPLOYEE_OR_MEMBER_OF']
"Maria Jane Dyer (16 January 1837 – 23 July 1870) was a British Protestant Christian missionary to China, and ""Mother"" of the China Inland Mission with her husband, founder James Hudson Taylor.","['FOUNDED_BY', 'NATIONALITY']"
"Colette Rolland (born 1943, in Dieupentale, Tarn-et-Garonne, France) is a French computer scientist and Professor of Computer Science in the department of Mathematics and Informatics at the University of Paris 1 Pantheon-Sorbonne, and a leading researcher in the area of information and knowledge systems, known for her work on meta-modeling, particularly goal modelling and situational method engineering.","['EMPLOYEE_OR_MEMBER_OF', 'PLACE_OF_BIRTH']"
"Joseph Stein was born on May 30, 1912 in Bronx, New York City, New York, USA.",['PLACE_OF_BIRTH']
"She left ABC in 1980 and formed her own Production Company, which became the Carsey Werner Company in 1981.",['EMPLOYEE_OR_MEMBER_OF']
"David Charles Walter (1 February 1948 – 29 March 2012), was a British journalist and a former Political Correspondent for Independent Television News programmes on ITV from 1980–1986, then on ITN's Channel 4 News from 1986–1988, followed by Paris Correspondent for BBC News, a BBC television and radio producer and presenter, and a Liberal Democrat contender for a seat in the British Parliament (Torridge and West Devon, 2005).",['NATIONALITY']
Eric John Sever (born 1 April 1943) is a former Labour Party politician in England.,['DATE_OF_BIRTH']
"Johannes (""Hans"") Bernardus Everardus Hoogveld (born May 21, 1947 in Amersfoort, Utrecht) is a former water polo player from The Netherlands, who competed in two consecutive Summer Olympics for his native country, starting in 1968.",['DATE_OF_BIRTH']
"Jeffrey C. Sprecher (born c. 1955) Is an American businessman and is the Founder, Chairman and CEO of Intercontinental Exchange and Chairman of the New York Stock Exchange.",['NATIONALITY']
"Venter founded Celera Genomics, The Institute for Genomic Research (TIGR) and the J. Craig Venter Institute (JCVI), and is now CEO of Human Longevity Inc.",['FOUNDED_BY']
"Born in Glasgow in 1868, Ramsay moved to Australia at the age of ten, settling with his family in Melbourne in June, 1878.",['PLACE_OF_RESIDENCE']
"Greg Wallis is the director & CEO of Passion Sports Inc, a company that he co-founded with a college teammate in 2005 as a summer youth basketball program.",['DATE_FOUNDED']
"Prince Alexandre de Merode (born May 24, 1934 in Etterbeek, Belgium - died November 19, 2002) was a member of the Belgian princely House of Merode and was the head of drug testing policy for the International Olympic Committee (IOC) until his death.","['PLACE_OF_BIRTH', 'DATE_OF_BIRTH']"
"He was born in Warsaw, Congress Poland, son of Edward Bogumił Strasburger (1803–1874).",['CHILD_OF']
"Don Hugo O'Donnell, 7th Duke of Tetuan (born September 29, 1948), also known as Hugo O'Donnell y Duque de Estrada, is a Spanish nobleman.",['NATIONALITY']
"The pre-Islamic poet, Tarafah was a member of Bakr.","['EMPLOYEE_OR_MEMBER_OF', 'AUTHOR']"
"Guccifer (real name Marcel Lazăr Lehel, born in 1973 ) is a Romanian hacker who is responsible for a number of high-level security breaches involving both current and former members of the United States government.",['DATE_OF_BIRTH']
Stallman founded the Free Software Foundation in 1985 to support the movement.,['EMPLOYEE_OR_MEMBER_OF']
"Jungo TV is founded by business and broadcasting leaders: Dr. Mehmet Oz, the Emmy Award winning television personality, renowned cardio-thoracic surgeon and host of the international hit ""The Dr. Oz Show"", Nasser J. Kazeminy Chairman of NJK Holdings, an entrepreneur, business leader and philanthropist, Sandy Climan, CEO of Entertainment Media Ventures and longtime Hollywood dealmaker, and George Chung, international content expert and entrepreneur and Chief Executive Officer of Jungo TV.",['EMPLOYEE_OR_MEMBER_OF']
Material published by the national park’s manager reports that: The national park is located on land which is listed in the Directory of Important Wetlands in Australia under the name Inland Saline Lakes.,['HEADQUARTERS']
She was the wife of Swedish Prime Minister Tage Erlander from 1930 until his death in 1985.,['DATE_OF_DEATH']
"She was the youngest daughter of king Ferdinand VII of Spain and his fourth wife Maria Christina of the Two Sicilies, the queen-regent, who was also his niece.",['SPOUSE']
"In 1968, I received an honorary doctor of divinity degree from Bethany University, (formerly known as Bethany Bible College), located in Santa Cruz, California....",['HEADQUARTERS']
